Imaginary,Real
-0.320034,0.338608
-0.31267,0.345284
-0.305171,0.3518
-0.29754,0.358156
-0.289781,0.364348
-0.281897,0.370375
-0.273891,0.376232
-0.265768,0.381919
-0.25753,0.387434
-0.24918,0.392773
-0.240724,0.397935
-0.232164,0.402917
-0.223503,0.407718
-0.214746,0.412337
-0.205897,0.41677
-0.196959,0.421016
-0.187935,0.425075
-0.17883,0.428943
-0.169647,0.432619
-0.160391,0.436103
-0.151066,0.439392
-0.141674,0.442485
-0.13222,0.445381
-0.122709,0.448079
-0.113143,0.450577
-0.103528,0.452875
-0.0938665,0.454972
-0.0841633,0.456867
-0.0744223,0.458558
-0.0646476,0.460046
-0.0548432,0.461329
-0.0450133,0.462408
-0.035162,0.46328
-0.0252934,0.463947
-0.0154116,0.464408
-0.00552079,0.464661
0.0043749,0.464708
0.0142713,0.464549
0.0241643,0.464182
0.0340497,0.463608
0.0439233,0.462828
0.0537811,0.461841
0.0636187,0.460647
0.0734322,0.459248
0.0832173,0.457643
0.0929698,0.455832
0.102686,0.453818
0.112361,0.451599
0.121991,0.449178
0.131572,0.446554
0.141101,0.443729
0.150571,0.440703
0.159981,0.437478
0.169326,0.434055
0.178601,0.430435
0.187802,0.426618
0.196927,0.422608
0.20597,0.418404
0.214927,0.414009
0.223796,0.409424
0.232571,0.404651
0.241249,0.399691
0.249827,0.394547
0.258299,0.38922
0.266664,0.383712
0.274916,0.378025
0.283052,0.372161
0.291068,0.366123
0.298961,0.359912
0.306727,0.353532
0.314362,0.346984
0.321863,0.340271
0.329227,0.333395
0.336449,0.32636
0.343527,0.319167
0.350457,0.31182
0.357236,0.304322
0.36386,0.296674
0.370326,0.288881
0.376632,0.280946
0.382773,0.272871
0.388747,0.264659
0.394551,0.256314
0.400182,0.24784
0.405637,0.239239
0.410912,0.230515
0.416006,0.221671
0.420916,0.212712
0.425638,0.20364
0.430171,0.19446
0.434512,0.185175
0.438657,0.175789
0.442606,0.166305
0.446355,0.156728
0.449902,0.147062
0.453245,0.137311
0.456383,0.127479
0.459312,0.117569
0.462031,0.107587
0.464538,0.097536
0.466831,0.0874208
0.468908,0.0772456
0.470769,0.0670149
0.47241,0.0567331
0.473831,0.0464046
0.475031,0.036034
0.476007,0.0256258
0.47676,0.0151847
0.477287,0.00471531
0.477587,-0.00577769
0.47766,-0.0162896
0.477505,-0.0268156
0.477121,-0.0373509
0.476506,-0.0478908
0.475662,-0.0584303
0.474587,-0.0689646
0.47328,-0.0794888
0.471742,-0.0899979
0.469972,-0.100487
0.467971,-0.110951
0.465737,-0.121385
0.463272,-0.131784
0.460575,-0.142143
0.457647,-0.152457
0.454488,-0.162721
0.451099,-0.172929
0.44748,-0.183077
0.443632,-0.19316
0.439556,-0.203172
0.435253,-0.213109
0.430724,-0.222965
0.42597,-0.232735
0.420992,-0.242415
0.415792,-0.251998
0.410371,-0.261481
0.404731,-0.270857
0.398874,-0.280122
0.3928,-0.289271
0.386514,-0.298299
0.380015,-0.307201
0.373308,-0.315972
0.366393,-0.324606
0.359273,-0.3331
0.351952,-0.341448
0.344431,-0.349645
0.336713,-0.357686
0.328801,-0.365567
0.320698,-0.373283
0.312407,-0.380829
0.303932,-0.3882
0.295276,-0.395393
0.286441,-0.402402
0.277433,-0.409222
0.268254,-0.41585
0.258908,-0.422281
0.249399,-0.428511
0.239732,-0.434535
0.229909,-0.44035
0.219937,-0.44595
0.209818,-0.451333
0.199557,-0.456493
0.18916,-0.461428
0.17863,-0.466134
0.167972,-0.470606
0.157192,-0.474841
0.146294,-0.478835
0.135283,-0.482586
0.124165,-0.48609
0.112945,-0.489343
0.101628,-0.492342
0.0902201,-0.495084
0.0787263,-0.497568
0.0671526,-0.499788
0.0555047,-0.501744
0.0437884,-0.503431
0.0320098,-0.504849
0.0201749,-0.505994
0.0082897,-0.506865
-0.00363947,-0.507458
-0.0156064,-0.507773
-0.0276046,-0.507807
-0.0396279,-0.507559
-0.0516695,-0.507027
-0.063723,-0.50621
-0.0757817,-0.505107
-0.0878389,-0.503716
-0.0998879,-0.502036
-0.111922,-0.500067
-0.123934,-0.497808
-0.135917,-0.495259
-0.147864,-0.492418
-0.159768,-0.489287
-0.171622,-0.485865
-0.183419,-0.482152
-0.195152,-0.478149
-0.206814,-0.473855
-0.218397,-0.469272
-0.229894,-0.464401
-0.241299,-0.459243
-0.252602,-0.453798
-0.263799,-0.448069
-0.274881,-0.442056
-0.28584,-0.435762
-0.296671,-0.429188
-0.307365,-0.422337
-0.317915,-0.415211
-0.328314,-0.407813
-0.338555,-0.400144
-0.34863,-0.392209
-0.358534,-0.38401
-0.368257,-0.37555
-0.377794,-0.366833
-0.387137,-0.357863
-0.39628,-0.348643
-0.405216,-0.339177
-0.413937,-0.32947
-0.422436,-0.319527
-0.430709,-0.309351
-0.438747,-0.298947
-0.446543,-0.288321
-0.454093,-0.277478
-0.461389,-0.266423
-0.468425,-0.255162
-0.475195,-0.2437
-0.481694,-0.232043
-0.487914,-0.220198
-0.49385,-0.208172
-0.499497,-0.195969
-0.50485,-0.183598
-0.509902,-0.171064
-0.514649,-0.158375
-0.519085,-0.145539
-0.523206,-0.132562
-0.527007,-0.119453
-0.530483,-0.106218
-0.53363,-0.0928655
-0.536444,-0.079404
-0.538921,-0.0658414
-0.541056,-0.052186
-0.542847,-0.0384463
-0.544289,-0.0246309
-0.54538,-0.0107485
-0.546117,0.00319198
-0.546497,0.0171815
-0.546517,0.0312111
-0.546174,0.0452713
-0.545468,0.0593529
-0.544395,0.0734464
-0.542955,0.0875423
-0.541146,0.101631
-0.538967,0.115702
-0.536417,0.129747
-0.533495,0.143755
-0.530201,0.157716
-0.526536,0.171621
-0.522498,0.185459
-0.518089,0.19922
-0.51331,0.212894
-0.508161,0.22647
-0.502644,0.239939
-0.49676,0.253291
-0.490512,0.266515
-0.483901,0.2796
-0.47693,0.292537
-0.469602,0.305316
-0.46192,0.317926
-0.453886,0.330357
-0.445506,0.342599
-0.436783,0.354642
-0.42772,0.366476
-0.418323,0.378091
-0.408597,0.389478
-0.398547,0.400626
-0.388177,0.411526
-0.377495,0.422168
-0.366505,0.432544
-0.355215,0.442643
-0.343631,0.452456
-0.331759,0.461975
-0.319608,0.471191
-0.307185,0.480095
-0.294496,0.488678
-0.281552,0.496932
-0.268359,0.50485
-0.254926,0.512422
-0.241263,0.519642
-0.227378,0.526502
-0.213281,0.532995
-0.198982,0.539113
-0.184489,0.54485
-0.169815,0.550199
-0.154968,0.555154
-0.13996,0.55971
-0.1248,0.56386
-0.109502,0.567599
-0.0940741,0.570922
-0.0785295,0.573824
-0.0628794,0.576301
-0.0471355,0.578348
-0.0313098,0.579963
-0.0154143,0.58114
0.000538606,0.581878
0.0165366,0.582172
0.0325672,0.582022
0.0486177,0.581425
0.0646755,0.580379
0.0807275,0.578882
0.096761,0.576935
0.112763,0.574535
0.12872,0.571684
0.14462,0.568381
0.160448,0.564627
0.176193,0.560423
0.19184,0.55577
0.207377,0.550671
0.22279,0.545126
0.238066,0.53914
0.253193,0.532715
0.268156,0.525854
0.282943,0.518561
0.297541,0.51084
0.311938,0.502697
0.326119,0.494136
0.340074,0.485162
0.353789,0.475782
0.367252,0.466001
0.380451,0.455827
0.393373,0.445266
0.406007,0.434325
0.418342,0.423013
0.430365,0.411338
0.442066,0.399308
0.453434,0.386933
0.464457,0.37422
0.475126,0.361181
0.48543,0.347825
0.49536,0.334162
0.504905,0.320203
0.514056,0.305959
0.522805,0.291441
0.531143,0.276661
0.539061,0.261631
0.546551,0.246362
0.553606,0.230868
0.560219,0.21516
0.566383,0.199252
0.57209,0.183157
0.577337,0.166888
0.582115,0.150459
0.586421,0.133883
0.59025,0.117176
0.593596,0.10035
0.596457,0.0834196
0.598829,0.0664
0.600708,0.0493054
0.602092,0.0321506
0.602979,0.0149502
0.603367,-0.00228084
0.603255,-0.0195276
0.602642,-0.0367752
0.601529,-0.0540085
0.599914,-0.0712125
0.597799,-0.0883722
0.595184,-0.105472
0.592072,-0.122498
0.588465,-0.139435
0.584365,-0.156267
0.579774,-0.17298
0.574698,-0.18956
0.569138,-0.20599
0.563101,-0.222258
0.556591,-0.238349
0.549612,-0.254247
0.542172,-0.26994
0.534275,-0.285413
0.52593,-0.300653
0.517142,-0.315646
0.507919,-0.33038
0.49827,-0.344839
0.488203,-0.359013
0.477726,-0.372889
0.466849,-0.386454
0.45558,-0.399697
0.443931,-0.412605
0.43191,-0.425168
0.41953,-0.437374
0.4068,-0.449214
0.393733,-0.460676
0.380338,-0.47175
0.36663,-0.482428
0.352619,-0.4927
0.338318,-0.502557
0.32374,-0.511991
0.308898,-0.520994
0.293804,-0.529559
0.278474,-0.537677
0.262919,-0.545344
0.247154,-0.552551
0.231193,-0.559294
0.21505,-0.565568
0.19874,-0.571366
0.182276,-0.576686
0.165674,-0.581522
0.148948,-0.585872
0.132112,-0.589731
0.115182,-0.593099
0.0981731,-0.595972
0.0810992,-0.59835
0.0639756,-0.60023
0.0468173,-0.601612
0.0296392,-0.602496
0.0124562,-0.602882
-0.0047168,-0.602771
-0.0218651,-0.602163
-0.0389738,-0.601062
-0.0560284,-0.599468
-0.0730142,-0.597384
-0.0899169,-0.594813
-0.106722,-0.591759
-0.123416,-0.588225
-0.139984,-0.584216
-0.156412,-0.579736
-0.172687,-0.574791
-0.188796,-0.569385
-0.204725,-0.563526
-0.220461,-0.557219
-0.235991,-0.550471
-0.251303,-0.543289
-0.266385,-0.535681
-0.281224,-0.527654
-0.295809,-0.519216
-0.310128,-0.510377
-0.32417,-0.501144
-0.337924,-0.491527
-0.35138,-0.481535
-0.364528,-0.471178
-0.377357,-0.460466
-0.389858,-0.449409
-0.402023,-0.438019
-0.413841,-0.426304
-0.425305,-0.414277
-0.436406,-0.401949
-0.447137,-0.38933
-0.457491,-0.376434
-0.46746,-0.363271
-0.477037,-0.349853
-0.486218,-0.336192
-0.494995,-0.322301
-0.503363,-0.308192
-0.511317,-0.293878
-0.518853,-0.27937
-0.525967,-0.264683
-0.532653,-0.249827
-0.53891,-0.234817
-0.544734,-0.219665
-0.550122,-0.204383
-0.555072,-0.188985
-0.559583,-0.173484
-0.563651,-0.157893
-0.567278,-0.142223
-0.570461,-0.12649
-0.573201,-0.110704
-0.575497,-0.0948788
-0.57735,-0.0790273
-0.578761,-0.0631621
-0.579731,-0.0472955
-0.580262,-0.0314402
-0.580354,-0.0156083
-0.580012,0.000187745
-0.579236,0.0159359
-0.57803,0.0316243
-0.576398,0.047241
-0.574343,0.0627743
-0.571868,0.0782128
-0.568978,0.093545
-0.565678,0.10876
-0.561972,0.123846
-0.557865,0.138794
-0.553364,0.153592
-0.548472,0.168229
-0.543197,0.182697
-0.537545,0.196984
-0.531521,0.211082
-0.525134,0.22498
-0.518388,0.238669
-0.511293,0.252141
-0.503854,0.265387
-0.49608,0.278398
-0.487979,0.291167
-0.479557,0.303684
-0.470824,0.315943
-0.461788,0.327935
-0.452456,0.339655
-0.442839,0.351095
-0.432944,0.362248
-0.42278,0.373108
-0.412356,0.383669
-0.401682,0.393926
-0.390766,0.403872
-0.379618,0.413503
-0.368248,0.422814
-0.356664,0.4318
-0.344877,0.440457
-0.332895,0.448781
-0.320729,0.456768
-0.308389,0.464414
-0.295884,0.471717
-0.283223,0.478674
-0.270417,0.485281
-0.257476,0.491537
-0.244409,0.497439
-0.231226,0.502987
-0.217937,0.508177
-0.204551,0.51301
-0.191079,0.517483
-0.17753,0.521597
-0.163914,0.525351
-0.15024,0.528744
-0.136518,0.531777
-0.122758,0.53445
-0.108969,0.536764
-0.0951606,0.538719
-0.0813416,0.540317
-0.0675216,0.541558
-0.0537096,0.542445
-0.0399147,0.542979
-0.0261458,0.543162
-0.0124118,0.542996
0.00127863,0.542484
0.0149169,0.541627
0.0284945,0.54043
0.042003,0.538896
0.0554343,0.537026
0.0687803,0.534825
0.0820329,0.532296
0.0951844,0.529444
0.108227,0.526271
0.121153,0.522783
0.133956,0.518983
0.146628,0.514876
0.159161,0.510466
0.17155,0.505759
0.183787,0.500759
0.195866,0.49547
0.20778,0.489899
0.219523,0.484051
0.231089,0.477931
0.242472,0.471544
0.253666,0.464896
0.264666,0.457993
0.275467,0.450841
0.286062,0.443445
0.296448,0.435812
0.306619,0.427948
0.31657,0.419859
0.326297,0.411551
0.335796,0.403031
0.345063,0.394305
0.354093,0.385379
0.362883,0.376261
0.371429,0.366956
0.379728,0.357471
0.387776,0.347814
0.395571,0.337989
0.403109,0.328006
0.410388,0.317869
0.417406,0.307586
0.424159,0.297164
0.430646,0.28661
0.436864,0.27593
0.442812,0.265131
0.448489,0.254221
0.453892,0.243205
0.459021,0.232091
0.463873,0.220885
0.468449,0.209595
0.472747,0.198228
0.476766,0.186789
0.480506,0.175286
0.483968,0.163725
0.487149,0.152114
0.490051,0.140458
0.492674,0.128765
0.495017,0.117041
0.497082,0.105293
0.498868,0.0935267
0.500376,0.0817489
0.501608,0.0699661
0.502564,0.0581846
0.503245,0.0464107
0.503652,0.0346506
0.503788,0.0229105
0.503653,0.0111965
0.503248,-0.000485471
0.502577,-0.0121293
0.50164,-0.0237292
0.500439,-0.0352793
0.498977,-0.0467739
0.497257,-0.0582073
0.495279,-0.0695739
0.493047,-0.0808682
0.490563,-0.0920848
0.48783,-0.103218
0.484851,-0.114263
0.481628,-0.125215
0.478165,-0.136068
0.474464,-0.146818
0.470529,-0.157459
0.466363,-0.167987
0.461969,-0.178397
0.45735,-0.188684
0.452511,-0.198845
0.447454,-0.208874
0.442183,-0.218767
0.436703,-0.228519
0.431016,-0.238128
0.425126,-0.247589
0.419039,-0.256897
0.412756,-0.266049
0.406283,-0.275042
0.399624,-0.283872
0.392783,-0.292534
0.385763,-0.301027
0.37857,-0.309346
0.371208,-0.317488
0.36368,-0.32545
0.355992,-0.33323
0.348147,-0.340823
0.340151,-0.348229
0.332007,-0.355443
0.323721,-0.362463
0.315297,-0.369287
0.306739,-0.375913
0.298052,-0.382337
